First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,2001,Female,No,Mombasa,Nyali,Freretown ,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Bombolulu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Old town,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,kingstone,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Likoni,Shika adabu ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,Yes,Mombasa,Likoni,Bofu,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,bombolulu,College,No,No,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,College,No,No,Entrepreneurship,NA,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,,College,No,Yes,Hospitality and Tourism,Am an ecde teacher I can teach children and also a young baker who can bake cakes,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Kiembeni,Univeristy,Yes,No,Health,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Likoni,Timbwani,Univeristy,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Kadzandani,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Kisauni,Bamburi ,College,No,No,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Nyali,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Tononoka,TVET,No,No,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Bamburi,Primary,No,No,Health,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Nyali,Frere town ,Secondary (High School),No,No,Digital Literacy Skills (technology),Technology because have chances of job vacancies ,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Nyali,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikaadabu ,College,No,No,Technical ,Technical ,,,,,,,,,
,,,,1988,Female,No,Mombasa,Kisauni,Junda,None,No,No,Entrepreneurship,N/ A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Nyali,Ziwa la ng'ombe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Likoni,Shikadabu ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Mvita,Univeristy,No,No,Journalism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Mikindani ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Nyali,Kadzandani ,Secondary (High School),Yes,No,Creatives and Arts,N/A ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Bombolulu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Kisauni,Junda,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,TIMBWANI ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,Yes,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Jomvu,Kibarani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Nyali,Nyali,TVET,Yes,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Mashaurii,Univeristy,No,No,Maritime logistics ,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Kibokoni,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Kibokoni ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Changamwe,Portreitz ,College,No,No,Crane operator,Need sponsorship to learn crane operator,,,,,,,,,
,,,,1995,Male,No,Mombasa,Likoni,Timbwani,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Hospitality and Tourism,N,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Fathime suleimani ,Secondary (High School),No,No,Entrepreneurship,I didn't select,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Ziwa la ng'ombe,College,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Creatives and Arts,Creative and arts ,,,,,,,,,
,,,,2004,Male,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Kilifi,Others (Outside Mombasa),Magarini ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,No,Kilifi,Others (Outside Mombasa),magarini,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Kilifi,Others (Outside Mombasa),Magarini,Univeristy,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Nyali,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Kisauni,Bamburi kisauni ward,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Changamwe,port rietz,College,Yes,No,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,kongowea,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Junda,College,Yes,No,Health,No,,,,,,,,,
,,,,1990,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,ZIWA LA NGOMBE,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini ,Secondary (High School),No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,Majengo,Secondary (High School),No,No,Entrepreneurship,N/a,,,,,,,,,
,,,,2001,Male,No,Mombasa,Mvita,Tononoka,College,No,No,Technician,Refrigeration and air condition,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Junda,College,No,No,Health,N/A,,,,,,,,,
,,,,2005,Male,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Great work,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Maweni ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Mvita,Tononoka,Secondary (High School),No,No,Sports,Footballer,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Likoni,Shikaadabu ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Likoni,Likoni,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Kwale,Others (Outside Mombasa),Ng'ombeni waa,Secondary (High School),No,No,Engineering ,Engineering ,,,,,,,,,
,,,,1994,Male,No,Kwale,Others (Outside Mombasa),Ukunda,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1994,Female,No,Kilifi,Others (Outside Mombasa),Shella,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Entrepreneurship,"




",,,,,,,,,
,,,,2002,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini,Secondary (High School),No,No,Secreterial,Secreterial,,,,,,,,,
,,,,1993,Male,No,Mombasa,Jomvu,Mikindani ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),Ngombeni waa ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Junda,College,No,No,Health,No,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Jomvu,Jomvu kuu,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Ziwa la Ng'ombe,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Freretown ward,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Freretown ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1990,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1985,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),Na,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),Good,College,Yes,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Freretown,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Mvita,Tudor,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Tudor,College,Yes,Yes,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Kwale,Others (Outside Mombasa),Bongwe Gombato ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Mvita,Mvita,Primary,No,Yes,Entrepreneurship,N,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Likoni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kadzandani ,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kadzandani,None,Yes,Yes,Entrepreneurship,Entrepreneur and tourism,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1985,Female,No,Mombasa,Kisauni,Mtopanga,College,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Construction and building ,Construction and building ,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Mkomani,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Kwale,Others (Outside Mombasa),Ukunda,College,No,No,Health,N/A,,,,,,,,,
,,,,1990,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Kilifi,Others (Outside Mombasa),Matsangoni ,College,No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Likoni,TIMBWANI ward,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,TIMBWANI ward ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Kilifi,Others (Outside Mombasa),Gongoni ,Secondary (High School),No,No,Entrepreneurship,Yes ,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Changamwe,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Changamwe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Female,No,Kwale,Others (Outside Mombasa),UKunda ,Primary,No,Yes,Hospitality and Tourism,Cooking,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Kwale,Others (Outside Mombasa),,Secondary (High School),No,No,Creatives and Arts,N,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),Ukunda,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),UKunda ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Driving ,Need sponsorship to go driving college - I dream to be a truck driver in life ,,,,,,,,,
,,,,1984,Female,No,Mombasa,Kisauni,Bamburi ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,Timbwani,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Shella ward,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Kwale,Others (Outside Mombasa),Waa/Ng'ombeni ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1992,Male,Yes,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,1991,Female,No,Mombasa,Nyali,Links Road Mnazi mmoja,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Mikindani ,TVET,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),Ngombeni waa ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Mvita,Majengo,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Timbwani,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Port-reiz,College,No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,BOFU,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Hospitality and Tourism,Yes I will,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Digital Literacy Skills (technology),It help in getting more skills,,,,,,,,,
,,,,1999,Female,No,Kilifi,Others (Outside Mombasa),Matsangoni ,College,No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Mnazi moja,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Likoni,bofu,Secondary (High School),No,No,Hospitality and Tourism,N,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,Kenya,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,Old town ,College,No,No,Health,N\A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1990,Male,Yes,Mombasa,Likoni,Shikaadabu ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Bamburi ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Bofu,TVET,No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Kwale,Others (Outside Mombasa),Tsimba Golini ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Kwale,Others (Outside Mombasa),Tsimba golini ward ,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Kwale,Others (Outside Mombasa),Tsimba Golini ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,Yes,Kwale,Others (Outside Mombasa),Tsimba/Golini,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Ziwa la ngombe,TVET,No,No,Automative engineering ,I love everything related with Automative engineering ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Mikindani ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Kwale,Others (Outside Mombasa),Tsimba golin,Secondary (High School),No,No,Health,"N/A
",,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Kisauni,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Junda,College,No,Yes,Health,N/A,,,,,,,,,
,,,,1997,Male,No,Kwale,Others (Outside Mombasa),Tsimba/Golini,Secondary (High School),No,No,Entrepreneurship,"N/A
",,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,B0fu,College,No,No,Health,NA,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Health,N/a,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Creatives and Arts,NA,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Mkomani,College,No,No,Hospitality and Tourism,NA,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Kiembeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Kipevu ward,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Kwale,Others (Outside Mombasa),Tsimba golini,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Kwale,Others (Outside Mombasa),Tsimba Golini,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Kwale,Others (Outside Mombasa),Tsimba/Golini,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Changamwe,College,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Chaani,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Changamwe,College,No,No,Health,N/A Con,,,,,,,,,
,,,,1993,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini,Primary,No,No,Entrepreneurship,"N,A
",,,,,,,,,
,,,,1997,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini ,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini ,Secondary (High School),Yes,Yes,Entrepreneurship,"NA
",,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,KADZANDANI,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kadzandani,Secondary (High School),No,No,Entrepreneurship,NA,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Kadzandani ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Nyali,Kadzandani ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,Yes,Entrepreneurship,N/a,,,,,,,,,
,,,,1994,Female,No,Mombasa,Changamwe,Kipevu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Changamwe,College,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,Old town ,College,No,No,Health,N/A,,,,,,,,,
,,,,1994,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini ,Primary,No,No,Entrepreneurship,"

N /A",,,,,,,,,
